Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
Flex-solver Pte Ltd,Business Development / Sales,Project Coordinator,"['project', 'coordin']",3000,6000,3600.0,2021-03-22
Hubble,Business Development / Sales,Business Development Director,"['busi', 'develop', 'director']",5000,9000,5600.0,2021-03-19
Hubble,Marketing,Marketing Manager,"['market', 'manag']",4000,6000,4000.0,2021-03-19
Eqcoms Technology Pte Ltd,Business Development / Sales,IT Sales Executive,"['IT', 'sale', 'execut']",2800,3200,2800,2021-03-19
Synergy Marketing,Marketing,Marketing Project Leaders [Fun Environment],"['market', 'project', 'leader', 'fun', 'environ']",2500,4500,2800.0,2021-03-19
Taidii Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",2500,3200,2500,2021-03-23
Riveria Marketing,Business Development / Sales,Business Development Associate (Management Trainee),"['busi', 'develop', 'associ', 'manag', 'traine']",3500,4000,3500,2021-03-19
S2-mart,Operations,Sales Assistant @7-Eleven,"['sale', 'assist', '7-eleven']",1500,1800,1500,2021-03-21
Advantage Group - Singapore,Finance,Sales & Marketing Executive (No Experience Welcomed!),"['sale', 'market', 'execut', 'No', 'experi', 'welcom']",2000,5000,2800.0,2021-03-22
Kosmode Health Singapore,Engineering,Production Engineer (Food Tech Factory),"['product', 'engin', 'food', 'tech', 'factori']",4500,7500,4800.0,2021-03-19
Mintable Pte Ltd,Engineering,Frontend Engineer,"['frontend', 'engin']",6000,6000,6000,2021-03-19
Flex-solver Pte Ltd,Software Engineering,Software Developer,"['softwar', 'develop']",2500,5000,3000.0,2021-03-22
CYS Global Remit Pte Ltd,Software Engineering,Software Developer,"['softwar', 'develop']",3500,5000,3500,2021-03-19
PolicyPal,Marketing,Head of Marketing,"['head', 'of', 'market']",6000,10000,6400.0,2021-03-19
Spiral Marine Pte Ltd,Business Development / Sales,CUSTOMER SERVICE EXECUTIVE,"['custom', 'servic', 'execut']",1700,2100,1700,2021-03-19
Asia Innovatory Management School,Education,H1/H2 Math Teacher,"['h1/h2', 'math', 'teacher']",3500,5000,3500,2021-03-24
Asian Healthcare Specialists Ltd,Finance,ACCOUNT EXECUTIVE,"['account', 'execut']",2000,2800,2000,2021-03-23
Asian Healthcare Specialists Ltd,Administrative,CLINIC EXECUTIVE,"['clinic', 'execut']",2000,2500,2000,2021-03-23
The Alley Group,Operations,Bubble Tea Barista,"['bubbl', 'tea', 'barista']",1600,2500,1640.0,2021-03-23
Asian Healthcare Specialists Ltd,Healthcare,STAFF NURSE,"['staff', 'nurs']",3000,5000,3200.0,2021-03-23
Regina International Pte Ltd,Marketing,Digital Marketing Executive,"['digit', 'market', 'execut']",2500,3000,2500,2021-03-23
Asia Innovatory Management School,Software Engineering,Software Developer ,"['softwar', 'develop']",3000,4000,3000,2021-03-24
Kidscode,Software Engineering,IT Operations Manager (Infrastructure)/ Senior IT Operations Manager (Infrastructure),"['IT', 'oper', 'manag', 'infrastructur', 'senior', 'IT', 'oper', 'manag', 'infrastructur']",6000,8000,6000,2021-03-23
Motion Art Space,Operations,Art Jamming Ops Specialist (Trainee Management Programme),"['art', 'jam', 'op', 'specialist', 'traine', 'manag', 'programm']",1800,2200,1800,2021-03-22
AXA Insurance Pte. Ltd.,Finance,Wealth Planner (Fresh Grads welcome to apply),"['wealth', 'planner', 'fresh', 'grad', 'welcom', 'to', 'appli']",3000,6000,3600.0,2021-03-22
Noak,Software Engineering,Android Developer (Includes Equity),"['android', 'develop', 'includ', 'equiti']",1,7500,3000.4,2021-03-22
INTEREL,Other,Full Stack Web Developer,"['full', 'stack', 'web', 'develop']",7000,12000,7600.0,2021-03-23
PolicyPal,Operations,Executive Assistant,"['execut', 'assist']",2500,3500,2500,2021-03-19
Halcyon Marketing,Business Development / Sales,B2B Sales Associate (Office Hours),"['b2b', 'sale', 'associ', 'offic', 'hour']",2500,3000,2500,2021-03-19
INTEREL,Other,Research and Development Project Manager,"['research', 'and', 'develop', 'project', 'manag']",7000,8000,7000,2021-03-23
Skrya Pte Ltd,Administrative,Accounts / Admin Executive,"['account', 'admin', 'execut']",2000,2800,2000,2021-03-22
Co Wealth Advisory Group Pte Ltd,Business Development / Sales,Business Development Executive / Marketing Role,"['busi', 'develop', 'execut', 'market', 'role']",2000,2300,2000,2021-03-23
Mintable Pte Ltd,Design,UX/UI Designer,"['ux/ui', 'design']",4000,6000,4000.0,2021-03-19
Läderach Singapore,Operations,Retail Sales Assistant,"['retail', 'sale', 'assist']",1800,2000,1800,2021-03-23
GIFTMARKET PTE LTD,Product Management,Product Coordinator,"['product', 'coordin']",1800,2300,1800,2021-03-23
Hustle & Bustle,Design,UI/UX Designer,"['ui/ux', 'design']",3000,3500,3000,2021-03-22
Kidscode,Management,Change Management Analyst/ Senior Change Management Analyst,"['chang', 'manag', 'analyst/', 'senior', 'chang', 'manag', 'analyst']",5000,6000,5000,2021-03-23
Future Ready Academy,Education,Curriculum Development Specialist,"['curriculum', 'develop', 'specialist']",2500,3800,2520.0,2021-03-22
Prelude Recruit,Business Development / Sales,B2B Business Development Associate (B2B Sales and Marketing) ,"['b2b', 'busi', 'develop', 'associ', 'b2b', 'sale', 'and', 'market']",2500,4000,2600.0,2021-03-21
Kosmode Health Singapore,Finance,Accounts & Admin Executive (Part-Time) ,"['account', 'admin', 'execut', 'part-tim']",1000,2500,1400.0,2021-03-20
Loop,Education,ICT Trainer,"['ict', 'trainer']",2300,2600,2300,2021-03-22
Loop,Education,ICT Trainer/ Executive,"['ict', 'trainer/', 'execut']",2300,2600,2300,2021-03-24
INTEREL,Engineering,Embedded Systems Engineer ,"['embed', 'system', 'engin']",6000,8000,6000,2021-03-22
Asia Innovatory Management School,Education,ICT Trainer/ Executive,"['ict', 'trainer/', 'execut']",2300,2600,2300,2021-03-24
Dazzle,Marketing,Project Leader ,"['project', 'leader']",2500,3500,2500,2021-03-21
Kidscode,Software Engineering,IT Operations Manager (Applications)/ Senior IT Operations Manager,"['IT', 'oper', 'manag', 'applic', 'senior', 'IT', 'oper', 'manag']",6000,8000,6000,2021-03-23
Riveria Marketing,Business Development / Sales,Corporate Sales (Management Trainee),"['corpor', 'sale', 'manag', 'traine']",3500,4000,3500,2021-03-20
BestTop,Operations,Programme & Operations Executive,"['programm', 'oper', 'execut']",2000,2500,2000,2021-03-23
Lexagle,Software Engineering,Front End Developer,"['front', 'end', 'develop']",4000,6000,4000.0,2021-03-22
Kidscode,Data Science,Data Engineer/ Senior Data Engineer,"['data', 'engineer/', 'senior', 'data', 'engin']",6000,8000,6000,2021-03-23
Transinex Pte Ltd,Management,[SINGAPORE] [TRANSINEX PTE LTD] [MANAGEMENT TRAINEE],"['singapor', 'transinex', 'pte', 'ltd', 'manag', 'traine']",600,800,600,2021-03-24
CrescoData,Other,Customer Technical Support Representative,"['custom', 'technic', 'support', 'repres']",2500,3000,2500,2021-03-22
Spiral Marine Pte Ltd,Finance,Accounts Cum Admin Assistant,"['account', 'cum', 'admin', 'assist']",1500,2300,1520.0,2021-03-19
Kidscode,Software Engineering,Software Developer ,"['softwar', 'develop']",3000,4000,3000,2021-03-24
Spiral Marine Pte Ltd,Operations,TRAFFIC CONTROLLER EXECUTIVE,"['traffic', 'control', 'execut']",1700,2100,1700,2021-03-19
Future Ready Academy,Business Development / Sales,Education Sales Consultant ,"['educ', 'sale', 'consult']",1800,2500,1800,2021-03-23
Ignite Marketing Group ,Human Resource,Sales & Marketing (No experience required),"['sale', 'market', 'No', 'experi', 'requir']",2800,4500,2920.0,2021-03-21
Actstitude Pte Ltd,Marketing,Senior Social Media Executive,"['senior', 'social', 'media', 'execut']",3300,3500,3300,2021-03-22
Assembly Works Pte. Ltd.,Marketing,Marketing and Graphic Designer (JONJES Pte Ltd),"['market', 'and', 'graphic', 'design', 'jonj', 'pte', 'ltd']",800,1000,800,2021-02-18
DL Organization,Business Development / Sales,Relationship Manager,"['relationship', 'manag']",5000,8000,5200.0,2021-02-16
Spectrum Ingredients Pte Ltd,Marketing,Sales cum Delivery Executive,"['sale', 'cum', 'deliveri', 'execut']",2500,3500,2500,2021-02-15
Flex-solver Pte Ltd,Software Engineering,Service Technician,"['servic', 'technician']",1800,3000,1920.0,2021-02-24
Sbwd,Design,Web & Graphic Designer,"['web', 'graphic', 'design']",2000,3500,2200.0,2021-02-19
Prelude Recruit,Business Development / Sales,"    Sale Development Representative/ Associate (Entry Level, no experiences required! / Office hours)","['sale', 'develop', 'representative/', 'associ', 'entri', 'level', 'no', 'experi', 'requir', 'offic', 'hour']",2500,4000,2600.0,2021-02-15
Smitech Engineering Pte Ltd,Engineering,Project Engineer (Mechanical),"['project', 'engin', 'mechan']",2500,5000,3000.0,2021-02-23
Advo Education Centre Pte Ltd,Operations,Operation Ninja (Operation Management Executive),"['oper', 'ninja', 'oper', 'manag', 'execut']",2700,3200,2700,2021-02-25
D. INK PTE LTD,Design,UI / UX Executive,"['UI', 'UX', 'execut']",2000,5000,2800.0,2021-02-24
D. INK PTE LTD,Business Development / Sales,Key Account Executive / Manager,"['key', 'account', 'execut', 'manag']",2000,5000,2800.0,2021-02-24
Logical Marketing Pte Ltd,Marketing,Event Sales Representative,"['event', 'sale', 'repres']",2500,4000,2600.0,2021-02-23
Smitech Engineering Pte Ltd,Engineering,Electrical Engineer,"['electr', 'engin']",2000,4000,2400.0,2021-02-24
Asian Food Network,Business Development / Sales,Retail Merchandiser,"['retail', 'merchandis']",1800,2300,1800,2021-02-19
Prelude Recruit,Business Development / Sales,Corporate Sales Representative,"['corpor', 'sale', 'repres']",2500,4000,2600.0,2021-02-12
Cheat Day Pte Ltd,Other,Group Fitness Instructor/ Coach - Ritual Gym,"['group', 'fit', 'instructor/', 'coach', 'ritual', 'gym']",2000,2500,2000,2021-02-19
Kartia Pte Ltd,Other,Service Staff,"['servic', 'staff']",1600,1800,1600,2021-02-22
Staffany Private Limited,Business Development / Sales,"3, 2, 1, close! - Business Development Executive","['close', 'busi', 'develop', 'execut']",3500,7500,4400.0,2021-02-19
The Mandala Group,Design,Senior Interior Designer,"['senior', 'interior', 'design']",6000,9000,6000.0,2021-02-22
Agva Singapore Pte Ltd,Administrative,Accounts Administration & Operations Executive,"['account', 'administr', 'oper', 'execut']",1800,2700,1800.0,2021-02-10
Venue31 Llp,Marketing,Social Media Manager,"['social', 'media', 'manag']",600,800,600,2021-02-11
AutoWealth,Operations,Operations Analyst,"['oper', 'analyst']",2400,2500,2400,2021-02-11
Rentokil Initial Singapore Pte Ltd,Marketing,Marketing Specialist,"['market', 'specialist']",500,600,500,2021-02-10
Axplore Marketing Group,Business Development / Sales,Sales and Marketing ,"['sale', 'and', 'market']",2800,3500,2800,2021-02-19
Ignite Marketing Group ,Business Development / Sales,Sales and Marketing ,"['sale', 'and', 'market']",2800,4500,2920.0,2021-02-16
Amos International (s) Pte Ltd,Business Development / Sales,"Administrator, Sales Support","['administr', 'sale', 'support']",2000,2500,2000,2021-02-15
Ignite Marketing Group ,Business Development / Sales,"Corporate Sales & Marketing (Poly Grad, ORD personnel are welcomed)","['corpor', 'sale', 'market', 'poli', 'grad', 'ord', 'personnel', 'are', 'welcom']",2800,4500,2920.0,2021-02-21
The Mandala Group,Business Development / Sales,MICE Sales Manager,"['mice', 'sale', 'manag']",4500,6000,4500,2021-02-22
Allinton Engineering & Trading Pte Ltd,Business Development / Sales,Indoor Sales Coordinator,"['indoor', 'sale', 'coordin']",2000,4000,2400.0,2021-02-23
Acentis Marketing Pte Ltd,Consulting,2 Months leadership,"['month', 'leadership']",499,500,499,2021-02-10
Lovingly Signed,Administrative,eCommerce Fulfilment Executive ,"['ecommerc', 'fulfil', 'execut']",1800,2400,1800,2021-02-18
Kairos Organization,Business Development / Sales,B2B Marketing Representative ,"['b2b', 'market', 'repres']",2500,5500,3200.0,2021-02-24
Prelude Recruit,Business Development / Sales,Sales Development Representative,"['sale', 'develop', 'repres']",2500,4000,2600.0,2021-02-20
DSTNCT Pte Ltd,Design,UI/UX Designer,"['ui/ux', 'design']",3000,4000,3000,2021-02-19
Resolutez,Business Development / Sales,Business associate,"['busi', 'associ']",2500,4000,2600.0,2021-02-09
8VI Holdings Limited,Operations,Events Executive,"['event', 'execut']",2500,3500,2500,2021-02-24
The Strategist Connector Pte. Ltd.,Business Development / Sales,Brand Associate / Sales Associate,"['brand', 'associ', 'sale', 'associ']",1000,5000,2400.0,2021-02-24
I Concept Innovation Pte Ltd,Media & Communications,SEO Strategist/Copywriter,"['seo', 'strategist/copywrit']",3000,4000,3000,2021-02-19
Scrollless Private Limited,Other,IT Project Manager,"['IT', 'project', 'manag']",2500,3000,2500,2021-02-16
The Mandala Group,Hospitality and Travel,Bartender Supervisor (up to $3500 + Full-Time Benefits),"['bartend', 'supervisor', 'up', 'to', 'full-tim', 'benefit']",2500,3500,2500,2021-02-18
Lexagle,Marketing,Branding and Digital Marketing Executive ,"['brand', 'and', 'digit', 'market', 'execut']",4000,6000,4000.0,2021-02-18
Ignite Marketing Group ,Engineering,Sales & Marketing ,"['sale', 'market']",2800,4500,2920.0,2021-02-19
League Advisors,Finance,Financial Management Associate,"['financi', 'manag', 'associ']",3000,5000,3200.0,2021-02-25
Kobe Global Technologies Pte Ltd,Marketing,Marketing Growth Hacker,"['market', 'growth', 'hacker']",2400,2800,2400,2021-02-18
Unicorn Financial Solutions Pte Ltd,Finance,Financial Planner,"['financi', 'planner']",1000,10000,4400.0,2021-02-17
I Concept Innovation Pte Ltd,Media & Communications,Lead Creative Strategist/Copywriter,"['lead', 'creativ', 'strategist/copywrit']",3800,4500,3800,2021-02-18
Bycaxs,Healthcare,Full Time Optometrist ,"['full', 'time', 'optometrist']",3000,4000,3000,2021-02-18
Praxium,Marketing,Marketing Lead,"['market', 'lead']",3000,4000,3000,2021-02-10
Assembly Works Pte. Ltd.,Business Development / Sales,Business Development Executive (Assembly Works),"['busi', 'develop', 'execut', 'assembl', 'work']",2500,3000,2500,2021-02-19
Kartia Pte Ltd,Other,Kitchen Helper,"['kitchen', 'helper']",1800,2200,1800,2021-02-22
Limitless Marketing Group,Business Development / Sales,B2B Corporate Commercial Sales & Marketing Branding Representative,"['b2b', 'corpor', 'commerci', 'sale', 'market', 'brand', 'repres']",3200,5200,3360.0,2021-02-16
Limitless Marketing Group,Business Development / Sales,"Business Campaign Branding Leader(B2B, Office Hours,Fresh Grads welcome!)","['busi', 'campaign', 'brand', 'leader', 'b2b', 'offic', 'hour', 'fresh', 'grad', 'welcom']",3000,5200,3280.0,2021-02-16
ACKTEC Technologies,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",2000,5000,2800.0,2021-02-17
Ren Tian Tang Herbal Haircare,Other,Hair Stylist,"['hair', 'stylist']",1700,8000,3880.0,2021-02-18
Ambrosia Communications Pte Ltd,Media & Communications,Head of Digital,"['head', 'of', 'digit']",4000,6000,4000.0,2021-02-24
Intermoor,Business Development / Sales,Sales and Proposal Executive (Open to Fresh Grads),"['sale', 'and', 'propos', 'execut', 'open', 'to', 'fresh', 'grad']",3200,4200,3200,2021-02-17
Legacy FA Pte Ltd,Media & Communications,Editor/Photographer/Videographer,['editor/photographer/videograph'],1200,1200,1200,2021-02-23
Urban Li'l,Design,Graphic Designer,"['graphic', 'design']",2500,3500,2500,2021-02-23
Limitless Marketing Group,Business Development / Sales,"B2B Corporate Commercial Branding Representative ( Entry to Mid Level,Office Hours)","['b2b', 'corpor', 'commerci', 'brand', 'repres', 'entri', 'to', 'mid', 'level', 'offic', 'hour']",2900,4200,2900,2021-02-16
178 Autocare Pte Ltd,Marketing,Sales & marketing ,"['sale', 'market']",555,1555,844.0,2021-02-22
Singapore Aerospace Manufacturing Pte Ltd,Operations,Electrical Maintenance Technician,"['electr', 'mainten', 'technician']",1400,3500,1960.0,2021-02-09
Happiness Initiative,Design,Content Creator Trainee,"['content', 'creator', 'traine']",1300,2500,1520.0,2021-02-18
Hgnh International Asset Management (sg),Operations,"VP, Fund Operations","['VP', 'fund', 'oper']",8000,10000,8000,2021-02-16
Yeap Medical Supplies Pte Ltd,Other,Customer Service Advisor (Retail Asst),"['custom', 'servic', 'advisor', 'retail', 'asst']",1750,1750,1750,2021-02-25
Ignite Marketing Group ,Hospitality and Travel,Sales Associate ,"['sale', 'associ']",3000,3200,3000,2021-02-23
Priority Consultants,Finance,Accounts Executive ,"['account', 'execut']",2500,2800,2500,2021-02-17
ZumVet,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",6000,8000,6000,2021-02-22
Prelude Recruit,Business Development / Sales,    Sales Development Representative,"['sale', 'develop', 'repres']",2500,4000,2600.0,2021-02-14
Eyeota,Data Science,Data Operations Manager,"['data', 'oper', 'manag']",4000,5300,4000,2021-02-22
Truegenics Pte Ltd,Software Engineering,Web Developer (Backend),"['web', 'develop', 'backend']",3500,5000,3500,2021-02-09
Logical Marketing Pte Ltd,Business Development / Sales,Business Development Associate,"['busi', 'develop', 'associ']",2400,3800,2480.0,2021-02-23
Ezy Pzy Academy,Education,Love children and passionate about English? WE WANT YOU as an English Teacher!,"['love', 'children', 'and', 'passion', 'about', 'english', 'WE', 'want', 'you', 'as', 'an', 'english', 'teacher']",2300,3200,2300,2021-02-22
AEvice Health,Software Engineering,Systems QA Engineer,"['system', 'QA', 'engin']",3000,6000,3600.0,2021-02-24
Eyeota,Administrative,Business Operations Specialist,"['busi', 'oper', 'specialist']",2500,3200,2500,2021-02-22
Stag Match Private Limited,Business Development / Sales,Sales and Business Developement,"['sale', 'and', 'busi', 'develop']",2500,3500,2500,2021-02-17
Tigerhall,Media & Communications,Part-time Events Planner and Copywriter (Singapore only),"['part-tim', 'event', 'planner', 'and', 'copywrit', 'singapor', 'onli']",500,600,500,2021-02-09
Fresh Cars Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",2500,3000,2500,2021-02-17
Hatch Interactive,Consulting,Digital Marketing Consultant,"['digit', 'market', 'consult']",3000,4500,3000.0,2021-02-09
Tracyeinny,Design,Fashion Creative Executive,"['fashion', 'creativ', 'execut']",2000,3000,2000.0,2021-02-10
AEvice Health,Design,Senior UX Designer ,"['senior', 'UX', 'design']",3000,6000,3600.0,2021-02-24
Neo Aeronautics,Media & Communications,marketing (digital),"['market', 'digit']",600,1000,640.0,2021-02-10
I Concept Innovation Pte Ltd,Media & Communications,Senior Creative Strategist/Copywriter,"['senior', 'creativ', 'strategist/copywrit']",3200,4000,3200,2021-02-18
Fundnel Limited,Engineering,DevOps Engineer,"['devop', 'engin']",4000,6000,4000.0,2021-02-18
Sakae Holdings Ltd,Hospitality and Travel,Service crew,"['servic', 'crew']",1400,1800,1400,2021-02-19
Anthology Pte Ltd,Marketing,Marketing & Creative Executive (Immediate),"['market', 'creativ', 'execut', 'immedi']",2500,3500,2500,2021-02-08
Smoocht,Hospitality and Travel,Cafe Service Crew,"['cafe', 'servic', 'crew']",1700,2400,1700,2021-02-16
Ignite Marketing Group ,Business Development / Sales,Sales Associate ,"['sale', 'associ']",2800,4500,2920.0,2021-02-08
Fireshot Pte Ltd,Software Engineering,IT System Administrator,"['IT', 'system', 'administr']",3200,4500,3200,2021-02-19
Singapore Aerospace Manufacturing Pte Ltd,Operations,CNC Machinist,"['cnc', 'machinist']",1400,3500,1960.0,2021-02-23
Infinite Computer Solutions Pte Ltd,Software Engineering,Desktop Engineer,"['desktop', 'engin']",1800,2100,1800,2021-02-18
Asianurbanist,Design,Designer,['design'],600,1000,640.0,2021-02-22
Ajq,Software Engineering,Software Testers,"['softwar', 'tester']",2000,4000,2400.0,2021-02-18
Limitless Marketing Group,Business Development / Sales,"Business Commercial & Retail Project Ambassador ( Fresh Grads 2021 Intake, Office Hours!)","['busi', 'commerci', 'retail', 'project', 'ambassador', 'fresh', 'grad', 'intak', 'offic', 'hour']",2900,4000,2900,2021-02-08
Mixes From Mars,Operations,Bar and Service Crew,"['bar', 'and', 'servic', 'crew']",1800,2500,1800,2021-02-16
PolicyPal,Marketing,CRM and Loyalty Marketing,"['crm', 'and', 'loyalti', 'market']",2500,4000,2600.0,2021-02-23
PolicyPal,Marketing,Senior Marketing Associate/Manager,"['senior', 'market', 'associate/manag']",3000,6000,3600.0,2021-02-23
Ren Tian Tang Herbal Haircare,Other,Hair Assistant/Herbal Treatment Specialist,"['hair', 'assistant/herb', 'treatment', 'specialist']",1200,2600,1520.0,2021-02-18
Roboto Coding Academy,Education,"Technology Educator (STEM, Robotics & Coding)","['technolog', 'educ', 'stem', 'robot', 'code']",3300,3800,3300,2021-02-16
Smitech Engineering Pte Ltd,Engineering,Mechanical Engineer,"['mechan', 'engin']",2000,4000,2400.0,2021-02-24
Tupo,Media & Communications,Content Writer,"['content', 'writer']",1500,2000,1500,2021-02-22
Happiness Initiative,Marketing,Market Researcher and Analyst Trainee,"['market', 'research', 'and', 'analyst', 'traine']",1300,2500,1520.0,2021-02-18
Ice Cube Marketing,Marketing,Video Specialist,"['video', 'specialist']",2200,2300,2200,2021-02-14
Millennial Group,Administrative,Admin Assistant,"['admin', 'assist']",800,2500,1320.0,2021-02-24
Team Altra,Marketing,"Brand Ambassador (Team-Based, Events, Fresh Grads Welcome)","['brand', 'ambassador', 'team-bas', 'event', 'fresh', 'grad', 'welcom']",2500,4500,2800.0,2021-02-17
Ignite Marketing Group ,Business Development / Sales,Corporate Onboarding Associate ,"['corpor', 'onboard', 'associ']",2800,4800,3040.0,2021-02-10
Prelude Recruit,Business Development / Sales,Project Sales Representative,"['project', 'sale', 'repres']",2500,4000,2600.0,2021-02-23
Happiness Initiative,Software Engineering,Technical Specialist Trainee,"['technic', 'specialist', 'traine']",1300,2500,1520.0,2021-02-18
Asm Front End Manufacturing Pte Ltd,Engineering,Technicians,['technician'],2000,3000,2000.0,2021-02-09
Team Altra,Marketing,"Marketing Project Leader (Coaching Provided, B2C, Events)","['market', 'project', 'leader', 'coach', 'provid', 'b2c', 'event']",2800,4500,2920.0,2021-02-17
The Maven Co,Business Development / Sales,Business Development Maven,"['busi', 'develop', 'maven']",2500,3000,2500,2021-02-19
PolicyPal,Other,CRM Associate,"['crm', 'associ']",2300,3300,2300,2021-02-23
Allinton Engineering & Trading Pte Ltd,Operations,Delivery Driver (Class 3),"['deliveri', 'driver', 'class']",1700,2000,1700,2021-02-23
The-ark,Business Development / Sales,Sales & Development Rep ( Entry Level / Immediate ),"['sale', 'develop', 'rep', 'entri', 'level', 'immedi']",2500,5500,3200.0,2021-02-24
Chance Upon,Software Engineering,Back End Developer (Contract),"['back', 'end', 'develop', 'contract']",6000,10000,6400.0,2021-02-11
Team Altra,Marketing,"Project Brand Ambassador (B2C, Sales and Marketing)","['project', 'brand', 'ambassador', 'b2c', 'sale', 'and', 'market']",2200,4000,2480.0,2021-02-17
greypanel,Operations,Network Support Engineer,"['network', 'support', 'engin']",1800,3000,1920.0,2021-02-16
Prelude Recruit,Business Development / Sales,Business Development Associate,"['busi', 'develop', 'associ']",2500,4000,2600.0,2021-02-20
Orizal,Finance,URGENT HIRE: People-First Financial Advisory (Looking for A Mid-Career Switch?),"['urgent', 'hire', 'people-first', 'financi', 'advisori', 'look', 'for', 'A', 'mid-car', 'switch']",3000,12000,6000.0,2021-02-23
Loop,Education,ICT Executive (MOE Schools),"['ict', 'execut', 'moe', 'school']",2300,2600,2300,2021-02-08
Above & Beyond Partners Pte Ltd,Business Development / Sales,Sales Executive (Basic + Comm) - Basic up to $5k,"['sale', 'execut', 'basic', 'comm', 'basic', 'up', 'to', '5k']",3000,6000,3600.0,2021-02-23
Autium,Business Development / Sales,Sales Manager,"['sale', 'manag']",3000,4500,3000.0,2021-02-19
Logical Marketing Pte Ltd,Marketing,Events and Sales associate,"['event', 'and', 'sale', 'associ']",2000,3000,2000.0,2021-02-23
Venue31 Llp,Other,Embroidery tape puncher Wilcom software,"['embroideri', 'tape', 'puncher', 'wilcom', 'softwar']",800,1000,800,2021-02-11
RateS,Product Management,Product Manager (Growth),"['product', 'manag', 'growth']",3000,4500,3000.0,2021-02-23
Logical Marketing Pte Ltd,Marketing,Sales and Marketing Representative,"['sale', 'and', 'market', 'repres']",1500,3000,1800.0,2021-02-21
Cwt Aerospace Services Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2000,2500,2000,2021-02-22
Trade Ventures International (TVI) Food,Media & Communications,Digital Marketeer,"['digit', 'market']",2600,3000,2600,2021-02-18
Wealth Asia,Finance,Wealth Management Associate,"['wealth', 'manag', 'associ']",2000,6000,3200.0,2021-02-24
D11 Solutions,Business Development / Sales,Sales advocates,"['sale', 'advoc']",1800,3000,1920.0,2021-02-24
Lovingly Signed,Marketing,Social Media Marketer / Content Creator ,"['social', 'media', 'market', 'content', 'creator']",2000,2500,2000,2021-02-18
Tastebud Pte Ltd,Hospitality and Travel,Floor service crew ,"['floor', 'servic', 'crew']",1600,2400,1600.0,2021-02-05
Ad Create Pte Ltd,Design,Creative Designer,"['creativ', 'design']",1200,2500,1480.0,2021-01-29
Beacon Consulting,Administrative,Finance Temp,"['financ', 'temp']",8,10,8,2021-02-01
Bigfoot Logistic,Operations,Logistic Coordinator,"['logist', 'coordin']",2000,2300,2000,2021-02-01
Kok Fah Technology Farm Pte Ltd,Design,Greenhouse Design Specialist,"['greenhous', 'design', 'specialist']",3000,3000,3000,2021-01-25
ED&F Man Asia Pte Ltd,Operations,Trade Support Executive (Junior),"['trade', 'support', 'execut', 'junior']",2500,3300,2500,2021-02-01
Learnable,Software Engineering,Software Engineering (Co-Founder),"['softwar', 'engin', 'co-found']",300,800,440.0,2021-01-26
VMC Media,Design,Graphic Designer,"['graphic', 'design']",1600,3000,1840.0,2021-01-28
Prelude Recruit,Business Development / Sales,"Sale Development Representative/ Associate (Entry Level, no experiences required! / Office hours)","['sale', 'develop', 'representative/', 'associ', 'entri', 'level', 'no', 'experi', 'requir', 'offic', 'hour']",2500,4000,2600.0,2021-01-25
Trillion Group Holdings Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2000,6000,3200.0,2021-02-08
O'connor's Singapore Pte Ltd,Engineering,Draftsman,['draftsman'],2800,3500,2800,2021-02-01
Kidscode,Operations,Senior IT Analyst (Support Archives System),"['senior', 'IT', 'analyst', 'support', 'archiv', 'system']",7800,13500,8520.0,2021-02-03
Baby's Hyperstore,Business Development / Sales,Retail Sales Associate,"['retail', 'sale', 'associ']",2000,2200,2000,2021-01-29
Sing Lit Station,Marketing,Community Engagement Manager,"['commun', 'engag', 'manag']",2900,3400,2900,2021-01-27
Consulting Group - Asia Insight Pte Ltd,Consulting,Senior Research Consultant,"['senior', 'research', 'consult']",3400,4000,3400,2021-02-02
Limitless Marketing Group,Business Development / Sales,"Corporate Business Development Associate(Entry Level-Client Relations,Fresh Grads Welcome!)","['corpor', 'busi', 'develop', 'associ', 'entri', 'level-cli', 'relat', 'fresh', 'grad', 'welcom']",3000,4500,3000.0,2021-01-23
The Tree Cafe,Other,Kitchen Assistant/Helper,"['kitchen', 'assistant/help']",1400,2000,1400,2021-02-05
Loop,Operations,Senior IT Analyst (E-Payment & E-Resources),"['senior', 'IT', 'analyst', 'e-pay', 'e-resourc']",7800,13500,8520.0,2021-02-03
The Great Room,Finance,Accounts Executive,"['account', 'execut']",2900,3500,2900,2021-01-25
Loop,Operations,Senior IT Analyst (Event Management System),"['senior', 'IT', 'analyst', 'event', 'manag', 'system']",7800,13500,8520.0,2021-02-03
Biolidics Limited,Operations,Operations Officer,"['oper', 'offic']",2300,2600,2300,2021-02-05
Loop,Operations,Senior IT Analyst (Support Acquisitions System),"['senior', 'IT', 'analyst', 'support', 'acquisit', 'system']",7800,13500,8520.0,2021-02-03
